Restaurant_Name,Rating,Cuisine_Type,Cost_for_One,Delivery_Time (min),OFF_offer,Url_link
Naidu's Nati Cafe,3.8,"Biryani, Pizza, Burger, Sandwich, Fast Food, Salad, Waffle, Shake",¹ 150.00,38,NA,https://www.zomato.com/bangalore/naidus-nati-cafe-vasanth-nagar-bangalore/order
Naivedhyam Veg,4.1,South Indian,¹ 100.00,56,NA,https://www.zomato.com/bangalore/naivedhyam-veg-jayanagar-bangalore/order
Old Bangalore The Flavours Of Time,4.3,"South Indian, Desserts",¹ 150.00,NA,NA,https://www.zomato.com/bangalore/old-bangalore-the-flavours-of-time-banashankari-bangalore/order
Sri Udupi Vaibahva,4.1,"South Indian, Chinese, Beverages",¹ 150.00,47,15% OFF,https://www.zomato.com/bangalore/sri-udupi-vaibahva-jayanagar-bangalore/order
Eshmeet Da Dhaba,4.1,"North Indian, Chinese, Kebab, Seafood, Biryani, Beverages",¹ 200.00,51,NA,https://www.zomato.com/bangalore/eshmeet-da-dhaba-koramangala-7th-block-bangalore/order
J K Coastal Curry,4.2,"Seafood, Chinese, North Indian, Ice Cream, Shake, Beverages",¹ 400.00,44,NA,https://www.zomato.com/bangalore/j-k-coastal-curry-basavanagudi-bangalore/order
The Boba King,4,Bubble Tea,¹ 150.00,36,NA,https://www.zomato.com/bangalore/the-boba-king-majestic-bangalore/order
Bombay Ice Cream Co.,4,"Ice Cream, Desserts",¹ 100.00,37,NA,https://www.zomato.com/bangalore/bombay-ice-cream-co-1-brigade-road-bangalore/order
Oh! Biryani,3.7,"Biryani, Chinese",¹ 250.00,51,NA,https://www.zomato.com/bangalore/oh-biryani-koramangala-7th-block-bangalore/order
Naidu's Sakath Utta,4.2,"Chinese, South Indian",¹ 200.00,48,NA,https://www.zomato.com/bangalore/naidus-sakath-utta-rajajinagar-bangalore/order
Baisakhi,4.2,"North Indian, Biryani, Desserts, Beverages",¹ 450.00,45,NA,https://www.zomato.com/bangalore/baisakhi-basavanagudi/order
The Noodle Theory,3.9,"Chinese, Sushi, Beverages",¹ 150.00,39,NA,https://www.zomato.com/bangalore/the-noodle-theory-seshadripuram-bangalore/order
Lassi Town,3.7,"Beverages, Fast Food, Shake, Juices, Coffee, Ice Cream",¹ 100.00,43,NA,https://www.zomato.com/bangalore/lassi-town-vijay-nagar-bangalore/order
New Mahi Di Rasoi,4.3,"Bengali, Chinese, Biryani, Kebab, Fast Food, Beverages, North Indian",¹ 200.00,58,NA,https://www.zomato.com/bangalore/new-mahi-di-rasoi-rt-nagar-bangalore/order
Karnataka Biryani Point,3.5,"Biryani, South Indian",¹ 100.00,36,NA,https://www.zomato.com/bangalore/karnataka-biryani-point-rajajinagar-bangalore/order
The Krishna Grand,4.4,"South Indian, North Indian, Biryani, Chinese, Desserts, Beverages",¹ 100.00,54,NA,https://www.zomato.com/bangalore/the-krishna-grand-banashankari-bangalore/order
Mushroom Point,4,"Chinese, Biryani",¹ 100.00,36,NA,https://www.zomato.com/bangalore/mushroom-point-vasanth-nagar-bangalore/order
Boba Cafe - A True Bubble Tea,4.2,"Bubble Tea, Shake",¹ 100.00,35,Free Classic French Fries,https://www.zomato.com/bangalore/boba-cafe-a-true-bubble-tea-vasanth-nagar-bangalore/order
Basvangudi Donne Biryani,3.5,"Biryani, South Indian",¹ 100.00,51,NA,https://www.zomato.com/bangalore/basvangudi-donne-biryani-basavanagudi-bangalore/order
Jai Mataji Farsan And Sweets,4.1,"Mithai, Gujarati, Street Food",¹ 100.00,40,NA,https://www.zomato.com/bangalore/jai-mataji-farsan-and-sweets-yeshwantpur-bangalore/order
Navarang Fast Food,4.2,"North Indian, Chinese",¹ 100.00,59,NA,https://www.zomato.com/bangalore/navarang-fast-food-kammanahalli/order
KFDC Mathsya Darshini,4,"Mangalorean, Seafood",¹ 100.00,54,NA,https://www.zomato.com/bangalore/kfdc-mathsya-darshini-rajajinagar-bangalore/order
Mangalore Magic,3.2,"South Indian, North Indian, Fast Food, Chinese, Street Food",¹ 100.00,51,NA,https://www.zomato.com/bangalore/mangalore-magic-1-vijay-nagar-bangalore/order
The Coorg Food Co.,4.2,"South Indian, Beverages",¹ 100.00,53,NA,https://www.zomato.com/bangalore/the-coorg-food-co-koramangala-6th-block-bangalore/order
Bengali Dhekur,4,"Bengali, Fast Food",¹ 100.00,61,NA,https://www.zomato.com/bangalore/bengali-dhekur-btm-bangalore/order
Melange - By Asha Sweet Center,4.1,"Street Food, Bakery, Fast Food, Beverages",¹ 100.00,47,NA,https://www.zomato.com/bangalore/melange-by-asha-sweet-center-malleshwaram-bangalore/order
New Mayura,4.1,"North Indian, Chinese, Biryani",¹ 200.00,35,NA,https://www.zomato.com/bangalore/new-mayura-mysore-road-bangalore/order
Sanman,4.3,"South Indian, North Indian, Chinese, Biryani, Fast Food, Desserts, Beverages",¹ 200.00,42,NA,https://www.zomato.com/bangalore/sanman-seshadripuram/order
Jain Uncle,4.3,"Rajasthani, North Indian, Beverages",¹ 200.00,68,NA,https://www.zomato.com/bangalore/jain-uncle-koramangala-1st-block-bangalore/order
Sheeshkebab Xpress,3.9,"Kebab, Rolls, Biryani",¹ 200.00,32,NA,https://www.zomato.com/bangalore/sheeshkebab-xpress-st-marks-road-bangalore/order
Aappir Aamontron,4.1,Bengali,¹ 200.00,53,NA,https://www.zomato.com/bangalore/aappir-aamontron-rt-nagar-bangalore/order
LV Venkateshwara Jolada Rotti Oota,4.5,"South Indian, Street Food",¹ 200.00,46,NA,https://www.zomato.com/bangalore/lv-venkateshwara-jolada-rotti-oota-malleshwaram-bangalore/order
Shree Sagar Veg,3.6,"North Indian, Chinese, Biryani, South Indian, Beverages, Shake",¹ 200.00,53,NA,https://www.zomato.com/bangalore/shree-sagar-veg-malleshwaram-bangalore/order
Your Green Factory,3.3,"Fast Food, Desserts",¹ 200.00,51,NA,https://www.zomato.com/bangalore/your-green-factory-city-market-bangalore/order
ENSO - Sourdough Pizza By Nomad,4.1,"Pizza, Fast Food, Desserts",¹ 200.00,50,   100 OFF,https://www.zomato.com/bangalore/enso-sourdough-pizza-by-nomad-commercial-street-bangalore/order
Mahesh Lunch Home,4.2,"Seafood, Mangalorean, South Indian, North Indian, Continental, Desserts, Beverages",¹ 200.00,56,NA,https://www.zomato.com/bangalore/mahesh-lunch-home-1-indiranagar-bangalore/order
Gudbud,4.3,"Ice Cream, Shake, Beverages",¹ 200.00,50,NA,https://www.zomato.com/bangalore/gudbud-ejipura-bangalore/order
UP Style North Indian Food,4.6,North Indian,¹ 200.00,58,NA,https://www.zomato.com/bangalore/up-style-north-indian-food-jayanagar/order
ROMA Italian Deli,4.6,"Sandwich, Salad, Continental, Desserts",¹ 200.00,63,40% OFF,https://www.zomato.com/bangalore/roma-italian-deli-koramangala-5th-block-bangalore/order
The Waffle Man - From The House Of Cookie Man,3.8,"Waffle, Ice Cream, Desserts",¹ 100.00,45,   125 OFF,https://www.zomato.com/bangalore/the-waffle-man-from-the-house-of-cookie-man-1-malleshwaram-bangalore/order
Biergarten,4.1,"Continental, European, BBQ, Chinese, Asian, Beverages","¹ 1,000.00",61,NA,https://www.zomato.com/bangalore/biergarten-koramangala-5th-block/order
Kim Lee Restaurant,4.3,"Chinese, Seafood, Momos",¹ 400.00,51,NA,https://www.zomato.com/bangalore/kim-lee-restaurant-indiranagar/order
The Pizza Project by Oven Story,3.4,Pizza,¹ 100.00,39,50% OFF,https://www.zomato.com/bangalore/the-pizza-project-by-oven-story-langford-town-bangalore/order
Beyondburg Inc,4.6,"Burger, Fast Food",¹ 150.00,40,40% OFF,https://www.zomato.com/bangalore/beyondburg-inc-race-course-road-bangalore/order
Food Adda,4,"Sandwich, Pizza, Burger, Momos, Fast Food, Street Food, Shake, Beverages",¹ 200.00,45,NA,https://www.zomato.com/bangalore/food-adda-basavanagudi-bangalore/order
Kolkata Kitchen,4.3,"Bengali, Chinese, Seafood, Sichuan",¹ 250.00,60,20% OFF,https://www.zomato.com/bangalore/kolkata-kitchen-btm-bangalore/order
Chaatimes,4.1,"Street Food, Fast Food",¹ 100.00,59,NA,https://www.zomato.com/bangalore/chaatimes-jayanagar-bangalore/order
Donne Biryani Hatti,3.6,"Biryani, South Indian",¹ 150.00,33,NA,https://www.zomato.com/bangalore/donne-biryani-hatti-vasanth-nagar/order
Sri Shivanandi Mushroom Donne Biriyani House,4.3,"Biryani, Kebab, North Indian",¹ 100.00,44,NA,https://www.zomato.com/bangalore/sri-shivanandi-mushroom-donne-biriyani-house-2-basaveshwara-nagar-bangalore/order
Go Naati,4.2,"South Indian, Biryani, Chinese",¹ 200.00,42,NA,https://www.zomato.com/bangalore/go-naati-rajajinagar-bangalore/order
Pizza Stop,3.9,"Pizza, Pasta, Fast Food",¹ 300.00,30,NA,https://www.zomato.com/bangalore/pizza-stop-lavelle-road/order
Pondy Bistro,3.5,"Fast Food, Street Food, Healthy Food, Sandwich, Shake, Beverages, Desserts",¹ 300.00,50,NA,https://www.zomato.com/bangalore/pondy-bistro-btm-bangalore/order
Virinchi Cafe,4.1,"South Indian, Beverages",¹ 300.00,27,   125 OFF,https://www.zomato.com/bangalore/virinchi-cafe-residency-road-bangalore/order
Davanagere Benne Dose - DBD,3.1,South Indian,¹ 300.00,47,NA,https://www.zomato.com/bangalore/davanagere-benne-dose-dbd-rajajinagar-bangalore/order
Puliyogare Palace,3,"South Indian, Desserts",¹ 300.00,52,50% OFF,https://www.zomato.com/bangalore/puliyogare-palace-wilson-garden-bangalore/order
Vasu Donne Biriyani,4.4,"Biryani, South Indian",¹ 300.00,38,NA,https://www.zomato.com/bangalore/vasu-donne-biriyani-basavanagudi-bangalore/order
Coffee Time,3.5,"North Indian, Chinese, South Indian, Desserts, Beverages",¹ 300.00,48,NA,https://www.zomato.com/bangalore/coffee-time-city-market-bangalore/order
Azukii Bistro,4.6,"Japanese, Asian, Rolls, Sushi, Salad, Tea, Beverages",¹ 300.00,32,NA,https://www.zomato.com/bangalore/azukii-bistro-richmond-town-bangalore/order
Kongsi Tea Bar,4.1,"Tea, Coffee, Shake, Beverages",¹ 300.00,28,20% OFF,https://www.zomato.com/bangalore/kongsi-tea-bar-st-marks-road-bangalore/order
Pattegar Donne Biriyani,3.8,"Chinese, North Indian, Rolls, Biryani, Desserts",¹ 300.00,49,NA,https://www.zomato.com/bangalore/pattegar-donne-biriyani-1-vijay-nagar-bangalore/order
Gundappa Donne Biryani,3.9,"Biryani, South Indian",¹ 300.00,44,NA,https://www.zomato.com/bangalore/gundappa-donne-biryani-seshadripuram/order
Pizzza Next,4,"Pizza, Italian, Burger",¹ 300.00,61,NA,https://www.zomato.com/bangalore/pizzza-next-new-bel-road-bangalore/order
Simplifry,4.4,"Biryani, Asian, Desserts",¹ 200.00,37,NA,https://www.zomato.com/bangalore/simplifry-richmond-road-bangalore/order
The Caffeine Baar,4.1,"Cafe, Italian, Continental, Bakery, Desserts, Beverages",¹ 200.00,63,NA,https://www.zomato.com/bangalore/the-caffeine-baar-jayanagar-bangalore/order
Taaza Upahara,4.1,South Indian,¹ 200.00,50,NA,https://www.zomato.com/bangalore/taaza-upahara-vijay-nagar-bangalore/order
Shanthala Icecreams,4.3,"Ice Cream, Desserts, Beverages",¹ 200.00,43,NA,https://www.zomato.com/bangalore/shanthala-icecreams-rajajinagar/order
Srinagar Kabab Corner,4.3,"South Indian, Biryani",¹ 200.00,49,NA,https://www.zomato.com/bangalore/srinagar-kabab-corner-banashankari/order
Rolls & Wraps by HRX,3.8,"Rolls, Wraps",¹ 200.00,38,40% OFF,https://www.zomato.com/bangalore/rolls-wraps-by-hrx-infantry-road-bangalore/order
Thunder Shawarma,3.5,Shawarma,¹ 200.00,60,NA,https://www.zomato.com/bangalore/thunder-shawarma-basaveshwara-nagar-bangalore/order
The Clay Hut,4.1,Bengali,¹ 200.00,59,NA,https://www.zomato.com/bangalore/the-clay-hut-koramangala-7th-block-bangalore/order
Five Star Chicken,4.3,"Burger, Rolls, Fast Food",¹ 200.00,NA,NA,https://www.zomato.com/bangalore/five-star-chicken-2-wilson-garden-bangalore/order
Mallika Biryani Estd. 2015,4.1,"Biryani, South Indian",¹ 200.00,NA,NA,https://www.zomato.com/bangalore/mallika-biryani-estd-2015-indiranagar-bangalore/order
Kwality Wall's Ice Cream and more,4,"Ice Cream, Desserts",¹ 200.00,NA,   150 OFF,https://www.zomato.com/bangalore/kwality-walls-ice-cream-and-more-vijay-nagar-bangalore/order
Onesta,3.5,"Pizza, Pasta, Sandwich, Fast Food, Desserts, Beverages",¹ 200.00,NA,NA,https://www.zomato.com/bangalore/onesta-koramangala-5th-block-bangalore/order
Brahmins' Thatte Idli,4.1,South Indian,¹ 200.00,NA,20% OFF,https://www.zomato.com/bangalore/brahmins-thatte-idli-2-rt-nagar-bangalore/order
Lassi Shop,3.8,"Beverages, Juices, Shake",¹ 200.00,NA,NA,https://www.zomato.com/bangalore/lassi-shop-majestic-bangalore/order
IDC Kitchen,4.2,"South Indian, Beverages",¹ 200.00,NA,NA,https://www.zomato.com/bangalore/idc-kitchen-1-residency-road-bangalore/order
Dairy Day Ice Creams & Frozen Desserts,4.2,"Ice Cream, Desserts",¹ 200.00,NA,NA,https://www.zomato.com/bangalore/dairy-day-ice-creams-frozen-desserts-city-market-bangalore/order
Shaadi Ki Biryani Nousho Ka Naashta,4.2,"North Indian, Biryani, Chinese, Mughlai",¹ 200.00,55,NA,https://www.zomato.com/bangalore/shaadi-ki-biryani-nousho-ka-naashta-hbr-layout-bangalore/order
FNP Cakes By Ferns N Petals,4,"Bakery, Desserts",¹ 200.00,NA,20% OFF,https://www.zomato.com/bangalore/fnp-cakes-by-ferns-n-petals-hebbal-bangalore/order
Absolute Shawarma,4,"Shawarma, Burger, Wraps, Momos, Fast Food, Shake, Beverages",¹ 200.00,NA,20% OFF,https://www.zomato.com/bangalore/absolute-shawarma-vijay-nagar-bangalore/order
Kolkata Famous Kati Roll,4.2,Rolls,¹ 200.00,NA,NA,https://www.zomato.com/bangalore/kolkata-famous-kati-roll-koramangala-7th-block-bangalore/order
Khichdi Bar,4.2,"Healthy Food, North Indian",¹ 200.00,NA,30% OFF,https://www.zomato.com/bangalore/khichdi-bar-koramangala-6th-block-bangalore/order
Zomoz - The Momo Company,4,"Momos, Fast Food",¹ 150.00,NA,   125 OFF,https://www.zomato.com/bangalore/zomoz-the-momo-company-koramangala-3rd-block-bangalore/order
Al Ameen Rolls Corner,4.1,"Rolls, Fast Food",¹ 100.00,NA,   125 OFF,https://www.zomato.com/bangalore/al-ameen-rolls-corner-kammanahalli-bangalore/order
Aramane Donne Biriyani,3.9,"Biryani, South Indian, Chinese",¹ 200.00,NA,NA,https://www.zomato.com/bangalore/aramane-donne-biriyani-malleshwaram-bangalore/order
Aastha Bengali Mess,4.2,"Bengali, North Indian, Chinese",¹ 100.00,NA,NA,https://www.zomato.com/bangalore/aastha-bengali-mess-yeshwantpur-bangalore/order
Raidan Restaurant,4,"Arabian, Lebanese, North Indian, Chinese, Mughlai, Beverages",¹ 400.00,NA,NA,https://www.zomato.com/bangalore/raidan-restaurant-1-frazer-town-bangalore/order
By 2 Coffee,4.4,South Indian,¹ 100.00,NA,NA,https://www.zomato.com/bangalore/by-2-coffee-basavanagudi/order
Just Shawarma,3.9,"Shawarma, Fast Food, Beverages, Lebanese",¹ 150.00,NA,   200 OFF,https://www.zomato.com/bangalore/just-shawarma-kalyan-nagar-bangalore/order
Biriyani Treat,3.8,"Biryani, Kebab, Tamil",¹ 150.00,NA,NA,https://www.zomato.com/bangalore/biriyani-treat-basaveshwara-nagar-bangalore/order
Bhole Ke Chole,3.2,North Indian,¹ 100.00,NA,40% OFF,https://www.zomato.com/bangalore/bhole-ke-chole-indiranagar-bangalore/order
Bihari Bowl,4.1,Bihari,¹ 200.00,NA,30% OFF,https://www.zomato.com/bangalore/bihari-bowl-koramangala-6th-block-bangalore/order
Grand Foodies Restaurant,4.1,"Biryani, Chinese, Kebab, Rolls",¹ 150.00,NA,NA,https://www.zomato.com/bangalore/grand-foodies-restaurant-vasanth-nagar-bangalore/order
Roti Sabji.Com,3.7,"North Indian, Beverages, Rajasthani, Shake",¹ 150.00,NA,50% OFF,https://www.zomato.com/bangalore/roti-sabji-com-1-btm-bangalore/order
Lassi Corner,3.9,"Beverages, Juices, Shake, Desserts, Ice Cream, Sandwich, Street Food",¹ 150.00,NA,NA,https://www.zomato.com/bangalore/lassi-corner-koramangala-8th-block-bangalore/order
Veena Stores Since 1977,4.4,South Indian,¹ 150.00,NA,   100 OFF,https://www.zomato.com/bangalore/veena-stores-since-1977-malleshwaram-bangalore/order
Hotel Prashanth,3.7,"South Indian, Biryani, Mughlai, Chinese, Street Food",¹ 150.00,NA,NA,https://www.zomato.com/bangalore/hotel-prashanth-1-city-market-bangalore/order
AL-Arabic Shawarma,4,Shawarma,¹ 150.00,NA,NA,https://www.zomato.com/bangalore/al-arabic-shawarma-indiranagar-bangalore/order
Broast Khan,4.1,"Fast Food, Shawarma, Rolls, Pizza, Burger, Pasta, Beverages",¹ 150.00,NA,NA,https://www.zomato.com/bangalore/broast-khan-kammanahalli-bangalore/order
Hot Coffee,4.5,"South Indian, Beverages",¹ 150.00,NA,NA,https://www.zomato.com/bangalore/hot-coffee-rajajinagar/order
Hotel Dwarka,4.3,South Indian,¹ 150.00,NA,NA,https://www.zomato.com/bangalore/hotel-dwarka-basavanagudi/order
Vidyarthi Bhavan - Since 1943,4.4,South Indian,¹ 150.00,NA,NA,https://www.zomato.com/bangalore/vidyarthi-bhavan-since-1943-basavanagudi-bangalore/order
Bhartiya Jalpan,4,"North Indian, Fast Food, Street Food, Biryani, Chinese, Desserts, Beverages",¹ 150.00,NA,NA,https://www.zomato.com/bangalore/bhartiya-jalpan-commercial-street-bangalore/order
Eat N Drink,3.9,"Shake, Juices, Beverages, Sandwich, Rolls, Fast Food, Desserts",¹ 150.00,NA,NA,https://www.zomato.com/bangalore/eat-n-drink-btm-bangalore/order
Calcutta Victoria Chat House,3.6,"Street Food, North Indian, Beverages",¹ 150.00,NA,NA,https://www.zomato.com/bangalore/calcutta-victoria-chat-house-rt-nagar/order
Abubakar Siddiq Hotel,4.3,"Chinese, Rolls, South Indian, Mughlai, North Indian",¹ 100.00,NA,NA,https://www.zomato.com/bangalore/abubakar-siddiq-hotel-malleshwaram-bangalore/order
GOPIZZA,4,"Pizza, Fast Food",¹ 100.00,NA,50% OFF,https://www.zomato.com/bangalore/gopizza-jayanagar-bangalore/order
Poha Point,4.3,"Maharashtrian, Street Food, Fast Food, Sandwich, Beverages",¹ 100.00,57,NA,https://www.zomato.com/bangalore/poha-point-koramangala-6th-block-bangalore/order
Burnout Cafe,3.3,"Cafe, Beverages, Continental, Italian, Chinese, Fast Food, Asian, Desserts",¹ 100.00,NA,NA,https://www.zomato.com/bangalore/burnout-cafe-infantry-road-bangalore/order
Chikkanna Tiffin Room,4.3,South Indian,¹ 100.00,NA,NA,https://www.zomato.com/bangalore/chikkanna-tiffin-room-1-city-market-bangalore/order
Cool Town,3.6,"Ice Cream, Desserts, Beverages, Street Food, Juices",¹ 100.00,NA,NA,https://www.zomato.com/bangalore/cool-town-richmond-road-bangalore/order
Rooh's Biryani,4.4,"Biryani, Kebab",¹ 100.00,NA,NA,https://www.zomato.com/bangalore/roohs-biryani-indiranagar-bangalore/order
Namma Madurai,4.3,"South Indian, Beverages",¹ 100.00,NA,Flat 20% OFF,https://www.zomato.com/bangalore/namma-madurai-thippasandra-bangalore/order
Pondy Bistro,3.8,"Fast Food, Street Food, Healthy Food, Sandwich, Shake, Beverages, Desserts",¹ 100.00,NA,NA,https://www.zomato.com/bangalore/pondy-bistro-1-btm-bangalore/order
HELLO! Dose Master,4.2,South Indian,¹ 100.00,NA,NA,https://www.zomato.com/bangalore/hello-dose-master-basavanagudi-bangalore/order
New Fresh Cane Juice,4.4,"Juices, Shake, Beverages, Desserts, Healthy Food",¹ 100.00,NA,NA,https://www.zomato.com/bangalore/new-fresh-cane-juice-btm-bangalore/order
Tronic Rolls,4.4,Rolls,¹ 100.00,NA,NA,https://www.zomato.com/bangalore/tronic-rolls-indiranagar-bangalore/order
The Chaat Cult,3.2,Street Food,¹ 150.00,NA,40% OFF,https://www.zomato.com/bangalore/the-chaat-cult-indiranagar-bangalore/order
Kolkata King Rolls,2.6,"Momos, Rolls",¹ 100.00,NA,NA,https://www.zomato.com/bangalore/kolkata-king-rolls-btm-bangalore/order
New Kadai Family Restaurant,4.1,"North Indian, Chinese",¹ 200.00,NA,NA,https://www.zomato.com/bangalore/new-kadai-family-restaurant-2-kammanahalli-bangalore/order
Sri Melukote Puliyogre,4,South Indian,¹ 100.00,46,NA,https://www.zomato.com/bangalore/sri-melukote-puliyogre-banashankari-bangalore/order
Andhra Kitchen,4.3,"South Indian, Biryani, Andhra",¹ 150.00,NA,NA,https://www.zomato.com/bangalore/andhra-kitchen-1-rt-nagar-bangalore/order
DBD - Davanagere Benne Dosa,4.3,South Indian,¹ 100.00,NA,NA,https://www.zomato.com/bangalore/dbd-davanagere-benne-dosa-vijay-nagar-bangalore/order
Giani,4.4,"Ice Cream, Desserts, Shake, Beverages",¹ 150.00,NA,NA,https://www.zomato.com/bangalore/giani-koramangala-5th-block-bangalore/order
Puliyogare Palace,2.8,"South Indian, Desserts",¹ 150.00,NA,50% OFF,https://www.zomato.com/bangalore/puliyogare-palace-btm-bangalore/order
Dose of Davangere,4.2,South Indian,¹ 100.00,NA,30% OFF,https://www.zomato.com/bangalore/dose-of-davangere-jayanagar-bangalore/order
Lassi Shop,3.6,"Beverages, Juices, Desserts, Ice Cream",¹ 100.00,NA,NA,https://www.zomato.com/bangalore/lassi-shop-2-rt-nagar-bangalore/order
